"","election_year","cod_ibge"
"1493",2016,353600
"1494",2016,353625
"1495",2016,353660
"1496",2016,353690
"1497",2016,353700
"1498",2016,353710
"1499",2016,353715
"1500",2016,353850
"1501",2016,353880
"1502",2016,354010
"1503",2016,354025
"1504",2016,354030
"1505",2016,354050
"1506",2016,354130
"1507",2016,354170
"1508",2016,354210
"1509",2016,354220
"1510",2016,354240
"1511",2016,354260
"1512",2016,354320
"1513",2016,354325
"1514",2016,354350
"1515",2016,354360
"1516",2016,354425
"1517",2016,354490
"1518",2016,354570
"1519",2016,354690
"1520",2016,354760
"1521",2016,354770
"1522",2016,354780
"1523",2016,354810
"1524",2016,354830
"1525",2016,354910
"1526",2016,354995
"1527",2016,355010
"1528",2016,355080
"1529",2016,355110
"1530",2016,355130
"1531",2016,355200
"1532",2016,355250
"1533",2016,355300
"1534",2016,355460
"1535",2016,355465
"1536",2016,355500
"1537",2016,355530
"1538",2016,355610
"1539",2016,355700
"1540",2016,355715
"1541",2016,410010
"1542",2016,410040
"1543",2016,410045
"1544",2016,410070
"1545",2016,410080
"1546",2016,410100
"1547",2016,410115
"1548",2016,410120
"1549",2016,410130
"1550",2016,410190
"1551",2016,410230
"1552",2016,410250
"1553",2016,410260
"1554",2016,410280
"1555",2016,410290
"1556",2016,410310
"1557",2016,410337
"1558",2016,410340
"1559",2016,410347
"1560",2016,410350
"1561",2016,410360
"1562",2016,410395
"1563",2016,410405
"1564",2016,410420
"1565",2016,410425
"1566",2016,410430
"1567",2016,410442
"1568",2016,410465
"1569",2016,410490
"1570",2016,410500
"1571",2016,410510
"1572",2016,410520
"1573",2016,410560
"1574",2016,410570
"1575",2016,410590
"1576",2016,410610
"1577",2016,410620
"1578",2016,410630
"1579",2016,410640
"1580",2016,410650
"1581",2016,410657
"1582",2016,410670
"1583",2016,410740
"1584",2016,410753
"1585",2016,410755
"1586",2016,410770
"1587",2016,410775
"1588",2016,410832
"1589",2016,410840
"1590",2016,410845
"1591",2016,410865
"1592",2016,410870
"1593",2016,410975
"1594",2016,411000
"1595",2016,411007
"1596",2016,411010
"1597",2016,411020
"1598",2016,411060
"1599",2016,411080
"1600",2016,411090
"1601",2016,411120
"1602",2016,411130
"1603",2016,411140
"1604",2016,411160
"1605",2016,411170
"1606",2016,411220
"1607",2016,411230
"1608",2016,411250
"1609",2016,411260
"1610",2016,411270
"1611",2016,411275
"1612",2016,411295
"1613",2016,411342
"1614",2016,411373
"1615",2016,411375
"1616",2016,411400
"1617",2016,411430
"1618",2016,411470
"1619",2016,411530
"1620",2016,411573
"1621",2016,411575
"1622",2016,411585
"1623",2016,411620
"1624",2016,411650
"1625",2016,411680
"1626",2016,411725
"1627",2016,411770
"1628",2016,411790
"1629",2016,411810
"1630",2016,411830
"1631",2016,411845
"1632",2016,411860
"1633",2016,411870
"1634",2016,411885
"1635",2016,411900
"1636",2016,411930
"1637",2016,411950
"1638",2016,411970
"1639",2016,411990
"1640",2016,412015
"1641",2016,412020
"1642",2016,412030
"1643",2016,412100
"1644",2016,412130
"1645",2016,412150
"1646",2016,412200
"1647",2016,412220
"1648",2016,412270
"1649",2016,412370
"1650",2016,412390
"1651",2016,412470
"1652",2016,412510
"1653",2016,412535
"1654",2016,412550
"1655",2016,412560
"1656",2016,412570
"1657",2016,412610
"1658",2016,412625
"1659",2016,412670
"1660",2016,412680
"1661",2016,412740
"1662",2016,412750
"1663",2016,412788
"1664",2016,412840
"1665",2016,412853
"1666",2016,420120
"1667",2016,420165
"1668",2016,420205
"1669",2016,420243
"1670",2016,420257
"1671",2016,420260
"1672",2016,420517
"1673",2016,420610
"1674",2016,420650
"1675",2016,420660
"1676",2016,420757
"1677",2016,420800
"1678",2016,421030
"1679",2016,421070
"1680",2016,421315
"1681",2016,421490
"1682",2016,421710
"1683",2016,421840
"1684",2016,430003
"1685",2016,430120
"1686",2016,430220
"1687",2016,430400
"1688",2016,430410
"1689",2016,430430
"1690",2016,430495
"1691",2016,430517
"1692",2016,430558
"1693",2016,430590
"1694",2016,430595
"1695",2016,430620
"1696",2016,430650
"1697",2016,430660
"1698",2016,430740
"1699",2016,430965
"1700",2016,430990
"1701",2016,431046
"1702",2016,431085
"1703",2016,431150
"1704",2016,431170
"1705",2016,431295
"1706",2016,431370
"1707",2016,431477
"1708",2016,431505
"1709",2016,431535
"1710",2016,431580
"1711",2016,431620
"1712",2016,431645
"1713",2016,431670
"1714",2016,431890
"1715",2016,431915
"1716",2016,431935
"1717",2016,432080
"1718",2016,432132
"1719",2016,432285
"1720",2016,500070
"1721",2016,500080
"1722",2016,500100
"1723",2016,500150
"1724",2016,500190
"1725",2016,500295
"1726",2016,500310
"1727",2016,500380
"1728",2016,500450
"1729",2016,500490
"1730",2016,500515
"1731",2016,500640
"1732",2016,500740
"1733",2016,500769
"1734",2016,500770
"1735",2016,500780
"1736",2016,510040
"1737",2016,510125
"1738",2016,510285
"1739",2016,510330
"1740",2016,510350
"1741",2016,510420
"1742",2016,510510
"1743",2016,510590
"1744",2016,510621
"1745",2016,510622
"1746",2016,510670
"1747",2016,510677
"1748",2016,510706
"1749",2016,510735
"1750",2016,510794
"1751",2016,510885
"1752",2016,520010
"1753",2016,520060
"1754",2016,520082
"1755",2016,520150
"1756",2016,520235
"1757",2016,520360
"1758",2016,520390
"1759",2016,520393
"1760",2016,520410
"1761",2016,520440
"1762",2016,520455
"1763",2016,520470
"1764",2016,520500
"1765",2016,520530
"1766",2016,520580
"1767",2016,520725
"1768",2016,520740
"1769",2016,520750
"1770",2016,520753
"1771",2016,520790
"1772",2016,520850
"1773",2016,520890
"1774",2016,520929
"1775",2016,521140
"1776",2016,521200
"1777",2016,521295
"1778",2016,521305
"1779",2016,521410
"1780",2016,521440
"1781",2016,521470
"1782",2016,521490
"1783",2016,521525
"1784",2016,521740
"1785",2016,521805
"1786",2016,521810
"1787",2016,521860
"1788",2016,521940
"1789",2016,521950
"1790",2016,522005
"1791",2016,522028
"1792",2016,522108
"1793",2016,522119
"1794",2016,522150
"1795",2016,522200
